score,at,content,tokens,tokens_nostop,stemmed,final_text,sentiment_label,sentiment_score
4,2025 03 15 13 41 19,aku sering belanja disini dan bagus bagus juga tapi ada kekurangan nya yaitu ga bisa cod,"['aku', 'sering', 'belanja', 'disini', 'dan', 'bagus', 'bagus', 'juga', 'tapi', 'ada', 'kekurangan', 'nya', 'yaitu', 'ga', 'bisa', 'cod']","['belanja', 'kekurangan']","['belanja', 'kurang']",belanja kurang,positive,0.5010777711868286
5,2025 03 15 12 50 22,puas bangetz blanja d shoopee sering dp ongkir utk bli barang mau yg cod donk karena tdk punya banking males ke atm terimakasih,"['puas', 'bangetz', 'blanja', 'd', 'shoopee', 'sering', 'dp', 'ongkir', 'utk', 'bli', 'barang', 'mau', 'yg', 'cod', 'donk', 'karena', 'tdk', 'punya', 'banking', 'males', 'ke', 'atm', 'terimakasih']","['bangetz', 'd', 'bli', 'banking', 'atm']","['bangetz', 'd', 'bli', 'banking', 'atm']",bangetz d bli banking atm,neutral,0.9984851479530334
1,2025 03 15 12 19 42,mending beli di tik tok gak banyak peraturan cod gk bisa hadeh mending langsung apus ni aplikasi gk guna,"['mending', 'beli', 'di', 'tik', 'tok', 'gak', 'banyak', 'peraturan', 'cod', 'gk', 'bisa', 'hadeh', 'mending', 'langsung', 'apus', 'ni', 'aplikasi', 'gk', 'guna']","['peraturan', 'apus']","['atur', 'apus']",atur apus,neutral,0.983910083770752
5,2025 03 15 12 17 15,aplikasinya sangat bagus cuma yg paling bagus itu pengiriman barang lewat cod buka dulu soalnya pelanggang sering terima barang tidak sesuai dengan pesanan,"['aplikasinya', 'sangat', 'bagus', 'cuma', 'yg', 'paling', 'bagus', 'itu', 'pengiriman', 'barang', 'lewat', 'cod', 'buka', 'dulu', 'soalnya', 'pelanggang', 'sering', 'terima', 'barang', 'tidak', 'sesuai', 'dengan', 'pesanan']","['aplikasinya', 'pelanggang']","['aplikasi', 'langgang']",aplikasi langgang,positive,0.9570853114128113
1,2025 03 15 11 01 20,jasa kirim sering return paket tanpa persetujuan dan skarang jarang toko yg bisa cod,"['jasa', 'kirim', 'sering', 'return', 'paket', 'tanpa', 'persetujuan', 'dan', 'skarang', 'jarang', 'toko', 'yg', 'bisa', 'cod']",['persetujuan'],['tuju'],tuju,positive,0.9926334023475647
5,2025 03 15 10 03 33,kami senang belanja dishopee dengan metode cod yg biasa gak pakai shopeeleler kalau pakai shopeeleler kami gak paham jadi kami gak bisa belanja lagi,"['kami', 'senang', 'belanja', 'dishopee', 'dengan', 'metode', 'cod', 'yg', 'biasa', 'gak', 'pakai', 'shopeeleler', 'kalau', 'pakai', 'shopeeleler', 'kami', 'gak', 'paham', 'jadi', 'kami', 'gak', 'bisa', 'belanja', 'lagi']","['belanja', 'belanja']","['belanja', 'belanja']",belanja belanja,positive,0.9980645775794983
2,2025 03 15 08 22 59,menurut saya apk ini sangat bagus tetapi ada sedikit kendala ya tidak bisa cod menurut saya si cuma ini saja yang bisa saya berikan ulasannya,"['menurut', 'saya', 'apk', 'ini', 'sangat', 'bagus', 'tetapi', 'ada', 'sedikit', 'kendala', 'ya', 'tidak', 'bisa', 'cod', 'menurut', 'saya', 'si', 'cuma', 'ini', 'saja', 'yang', 'bisa', 'saya', 'berikan', 'ulasannya']",['ulasannya'],['ulas'],ulas,negative,0.9992852807044983
5,2025 03 15 08 17 31,shope cod love you,"['shope', 'cod', 'love', 'you']",['love'],['love'],love,positive,0.8314833045005798
5,2025 03 15 07 44 29,tolong bantu cod nya di aktip kan terus,"['tolong', 'bantu', 'cod', 'nya', 'di', 'aktip', 'kan', 'terus']","['bantu', 'aktip']","['bantu', 'aktip']",bantu aktip,negative,0.8359912037849426
1,2025 03 15 07 21 29,knpa ni shopee nya ada beberapa yg di batalkan sampe susah pengirim barangnya cod an perbaiki cpat dong,"['knpa', 'ni', 'shopee', 'nya', 'ada', 'beberapa', 'yg', 'di', 'batalkan', 'sampe', 'susah', 'pengirim', 'barangnya', 'cod', 'an', 'perbaiki', 'cpat', 'dong']","['pengirim', 'barangnya']","['kirim', 'barang']",kirim barang,positive,0.9640719890594482
5,2025 03 15 04 38 00,belanja jadi lebih mudah sistem cod cek dulu lebih aman berbelanja kita bisa cek dulu barang pesanan kita jika tidak sesuai pesanan kita bisa dibatalkan tergantung kurir juga sih kalau saya selalu dapat kurir yang baik,"['belanja', 'jadi', 'lebih', 'mudah', 'sistem', 'cod', 'cek', 'dulu', 'lebih', 'aman', 'berbelanja', 'kita', 'bisa', 'cek', 'dulu', 'barang', 'pesanan', 'kita', 'jika', 'tidak', 'sesuai', 'pesanan', 'kita', 'bisa', 'dibatalkan', 'tergantung', 'kurir', 'juga', 'sih', 'kalau', 'saya', 'selalu', 'dapat', 'kurir', 'yang', 'baik']","['belanja', 'berbelanja', 'dibatalkan', 'tergantung']","['belanja', 'belanja', 'batal', 'gantung']",belanja belanja batal gantung,positive,0.7314921021461487
1,2025 03 15 01 34 53,pihak shopee tolong di perbaiki knp sy mau beli barang ongkir nya mahal bget dan juga gk bs cod knp shopee makin lama makin gk bagus aja kualitas belanja online nya gila kalian ya mau ambil untung banyak,"['pihak', 'shopee', 'tolong', 'di', 'perbaiki', 'knp', 'sy', 'mau', 'beli', 'barang', 'ongkir', 'nya', 'mahal', 'bget', 'dan', 'juga', 'gk', 'bs', 'cod', 'knp', 'shopee', 'makin', 'lama', 'makin', 'gk', 'bagus', 'aja', 'kualitas', 'belanja', 'online', 'nya', 'gila', 'kalian', 'ya', 'mau', 'ambil', 'untung', 'banyak']","['bget', 'belanja', 'gila']","['bget', 'belanja', 'gila']",bget belanja gila,negative,0.9969398975372314
5,2025 03 14 22 53 17,senang blnja di shopee hrga murah gk pake ribet bisa cod cek dulu lbih hemat dn praktis,"['senang', 'blnja', 'di', 'shopee', 'hrga', 'murah', 'gk', 'pake', 'ribet', 'bisa', 'cod', 'cek', 'dulu', 'lbih', 'hemat', 'dn', 'praktis']","['blnja', 'lbih']","['blnja', 'lbih']",blnja lbih,positive,0.887483537197113
5,2025 03 14 21 46 43,saya berharap ke depan nya untuk pusat aplikasi ini harus tau akun penjual yang baik dan jujur karna terkadang pesan hp yang datang malah sampah di bayar rugi di batal kan cod nya hangus,"['saya', 'berharap', 'ke', 'depan', 'nya', 'untuk', 'pusat', 'aplikasi', 'ini', 'harus', 'tau', 'akun', 'penjual', 'yang', 'baik', 'dan', 'jujur', 'karna', 'terkadang', 'pesan', 'hp', 'yang', 'datang', 'malah', 'sampah', 'di', 'bayar', 'rugi', 'di', 'batal', 'kan', 'cod', 'nya', 'hangus']","['berharap', 'hangus']","['harap', 'hangus']",harap hangus,neutral,0.4390008747577667
5,2025 03 14 21 10 42,bagus bgt dan bnyk diskon tapi sya kesulitan untuk menemukan cod,"['bagus', 'bgt', 'dan', 'bnyk', 'diskon', 'tapi', 'sya', 'kesulitan', 'untuk', 'menemukan', 'cod']","['kesulitan', 'menemukan']","['sulit', 'temu']",sulit temu,negative,0.9969633221626282
1,2025 03 14 20 40 26,tidk bisa cod semua barang,"['tidk', 'bisa', 'cod', 'semua', 'barang']",[],[],,ERROR,0.0
5,2025 03 14 20 18 18,aplikasi bagus apa lagi dengan fitur cod cek dlu jadi gk khawatir barang pesanan bisa di kembalikan dengan baik di terima dengan baik,"['aplikasi', 'bagus', 'apa', 'lagi', 'dengan', 'fitur', 'cod', 'cek', 'dlu', 'jadi', 'gk', 'khawatir', 'barang', 'pesanan', 'bisa', 'di', 'kembalikan', 'dengan', 'baik', 'di', 'terima', 'dengan', 'baik']","['khawatir', 'kembalikan']","['khawatir', 'kembali']",khawatir kembali,negative,0.9983695149421692
5,2025 03 14 18 12 38,pembeli aman karena ada cod,"['pembeli', 'aman', 'karena', 'ada', 'cod']",[],[],,ERROR,0.0
4,2025 03 14 17 05 07,apk ini sudah bagus hanya satu cantumkan nomor kurirnya agar lbh mudah menghubungi saat melakukan cod,"['apk', 'ini', 'sudah', 'bagus', 'hanya', 'satu', 'cantumkan', 'nomor', 'kurirnya', 'agar', 'lbh', 'mudah', 'menghubungi', 'saat', 'melakukan', 'cod']","['cantumkan', 'kurirnya', 'menghubungi']","['cantum', 'kurir', 'hubung']",cantum kurir hubung,neutral,0.9957017302513123
5,2025 03 14 16 54 02,saya suka belanja online sofi harga murah tapi barang gak murahan yang buat kecewa kenapa kurir gak mau antar paket ke desa kami desa lau lebbah kecamatan gunung sitember kabupaten dairi paket harus jemput ke tempat yang ditentukan nya inikah yang dinamakan cod catatan buat sofi tolong di bantu atas kekurangan ini,"['saya', 'suka', 'belanja', 'online', 'sofi', 'harga', 'murah', 'tapi', 'barang', 'gak', 'murahan', 'yang', 'buat', 'kecewa', 'kenapa', 'kurir', 'gak', 'mau', 'antar', 'paket', 'ke', 'desa', 'kami', 'desa', 'lau', 'lebbah', 'kecamatan', 'gunung', 'sitember', 'kabupaten', 'dairi', 'paket', 'harus', 'jemput', 'ke', 'tempat', 'yang', 'ditentukan', 'nya', 'inikah', 'yang', 'dinamakan', 'cod', 'catatan', 'buat', 'sofi', 'tolong', 'di', 'bantu', 'atas', 'kekurangan', 'ini']","['belanja', 'murahan', 'lau', 'lebbah', 'kecamatan', 'sitember', 'ditentukan', 'dinamakan', 'catatan', 'bantu', 'kekurangan']","['belanja', 'murah', 'lau', 'lebbah', 'camat', 'sitember', 'tentu', 'nama', 'catat', 'bantu', 'kurang']",belanja murah lau lebbah camat sitember tentu nama catat bantu kurang,neutral,0.9940542578697205
1,2025 03 14 13 44 09,ongkir j t sekarang lebih mahal dan sudah tidak bisa cod,"['ongkir', 'j', 't', 'sekarang', 'lebih', 'mahal', 'dan', 'sudah', 'tidak', 'bisa', 'cod']",['j'],['j'],j,positive,0.6804604530334473
4,2025 03 14 13 17 02,kok saya gak bisa buat cod si gimana ya,"['kok', 'saya', 'gak', 'bisa', 'buat', 'cod', 'si', 'gimana', 'ya']",[],[],,ERROR,0.0
5,2025 03 14 12 44 44,maaf ya tolong dong aku masa gk bisa cod itu kenapa ya tolong banget nih,"['maaf', 'ya', 'tolong', 'dong', 'aku', 'masa', 'gk', 'bisa', 'cod', 'itu', 'kenapa', 'ya', 'tolong', 'banget', 'nih']",[],[],,ERROR,0.0
5,2025 03 14 11 31 04,belanja di shopee lebih praktis karena cod dan pengirimannya cepat dan harga dapat dijangkau,"['belanja', 'di', 'shopee', 'lebih', 'praktis', 'karena', 'cod', 'dan', 'pengirimannya', 'cepat', 'dan', 'harga', 'dapat', 'dijangkau']","['belanja', 'pengirimannya', 'dijangkau']","['belanja', 'kirim', 'jangkau']",belanja kirim jangkau,positive,0.9978070855140686
5,2025 03 14 08 12 56,senang ad shopi sehingga orng rumahan seperti sy enak blnja online aplgi ada cod nya,"['senang', 'ad', 'shopi', 'sehingga', 'orng', 'rumahan', 'seperti', 'sy', 'enak', 'blnja', 'online', 'aplgi', 'ada', 'cod', 'nya']","['rumahan', 'blnja', 'aplgi']","['rumah', 'blnja', 'aplgi']",rumah blnja aplgi,negative,0.7849375605583191
5,2025 03 14 07 34 10,goodjob semua sering harga murce n gratis ongkir n mudah tuk cod tuk mak mak kyk aku yg mager tuk tt mksh shopee sukses n berkah selalu,"['goodjob', 'semua', 'sering', 'harga', 'murce', 'n', 'gratis', 'ongkir', 'n', 'mudah', 'tuk', 'cod', 'tuk', 'mak', 'mak', 'kyk', 'aku', 'yg', 'mager', 'tuk', 'tt', 'mksh', 'shopee', 'sukses', 'n', 'berkah', 'selalu']","['goodjob', 'n', 'n', 'mak', 'mak', 'tt', 'n']","['goodjob', 'n', 'n', 'mak', 'mak', 'tt', 'n']",goodjob n n mak mak tt n,positive,0.9887086749076843
5,2025 03 14 05 14 03,bagus bgt buat belanja tapi saya lebih suka metode pembayarannya cod tp sering dibatasi boleh gk kebijakan itu di hapus,"['bagus', 'bgt', 'buat', 'belanja', 'tapi', 'saya', 'lebih', 'suka', 'metode', 'pembayarannya', 'cod', 'tp', 'sering', 'dibatasi', 'boleh', 'gk', 'kebijakan', 'itu', 'di', 'hapus']","['belanja', 'pembayarannya', 'dibatasi', 'kebijakan']","['belanja', 'bayar', 'batas', 'bijak']",belanja bayar batas bijak,positive,0.9826884865760803
1,2025 03 14 02 59 32,kecewa sekarang sistem cod ngga kaya dulu lama banget pengirimannya paketsaya di spx tegal dc udah berapa hari ngga jalan jalan kecawa,"['kecewa', 'sekarang', 'sistem', 'cod', 'ngga', 'kaya', 'dulu', 'lama', 'banget', 'pengirimannya', 'paketsaya', 'di', 'spx', 'tegal', 'dc', 'udah', 'berapa', 'hari', 'ngga', 'jalan', 'jalan', 'kecawa']","['pengirimannya', 'paketsaya', 'tegal', 'kecawa']","['kirim', 'paketsaya', 'tegal', 'kecawa']",kirim paketsaya tegal kecawa,negative,0.6580140590667725
1,2025 03 14 00 12 06,hapus aja jasa pengiriman spx nya jasa kirim belum siap ngapain dipake maksa lagi kalo cod cuma bisa make spx,"['hapus', 'aja', 'jasa', 'pengiriman', 'spx', 'nya', 'jasa', 'kirim', 'belum', 'siap', 'ngapain', 'dipake', 'maksa', 'lagi', 'kalo', 'cod', 'cuma', 'bisa', 'make', 'spx']",[],[],,ERROR,0.0
1,2025 03 13 23 22 29,tolong di tingkatkan lagi kurir yang membatalkan dan tidak mengantarkan pesanan cod saya yang sudah tidak bisa digunakan lagi,"['tolong', 'di', 'tingkatkan', 'lagi', 'kurir', 'yang', 'membatalkan', 'dan', 'tidak', 'mengantarkan', 'pesanan', 'cod', 'saya', 'yang', 'sudah', 'tidak', 'bisa', 'digunakan', 'lagi']","['membatalkan', 'mengantarkan']","['batal', 'antar']",batal antar,negative,0.9775809049606323
5,2025 03 13 21 41 22,bayar nyaa cod yaa,"['bayar', 'nyaa', 'cod', 'yaa']",[],[],,ERROR,0.0
3,2025 03 13 21 38 52,saran saya admin harus bertanya sama pelanggan jangan asal tegur pelanggan barang belum di antar kurir mala kena teguran dari admin dan denda tidak bisa cod,"['saran', 'saya', 'admin', 'harus', 'bertanya', 'sama', 'pelanggan', 'jangan', 'asal', 'tegur', 'pelanggan', 'barang', 'belum', 'di', 'antar', 'kurir', 'mala', 'kena', 'teguran', 'dari', 'admin', 'dan', 'denda', 'tidak', 'bisa', 'cod']","['pelanggan', 'pelanggan', 'teguran']","['langgan', 'langgan', 'tegur']",langgan langgan tegur,positive,0.7670812606811523
2,2025 03 13 21 33 15,kenapa dengan shopie sekarang gak bisa cod,"['kenapa', 'dengan', 'shopie', 'sekarang', 'gak', 'bisa', 'cod']",[],[],,ERROR,0.0
3,2025 03 13 19 55 15,knpa alin sya gak bsa cod,"['knpa', 'alin', 'sya', 'gak', 'bsa', 'cod']",['alin'],['alin'],alin,positive,0.9941748976707458
5,2025 03 13 19 20 09,tidak bisa cod,"['tidak', 'bisa', 'cod']",[],[],,ERROR,0.0
5,2025 03 13 19 18 26,tingkatkan metode cod,"['tingkatkan', 'metode', 'cod']",[],[],,ERROR,0.0
3,2025 03 13 17 55 58,mahal mahal banget dan sekarang gk ada lagi barang yg cod,"['mahal', 'mahal', 'banget', 'dan', 'sekarang', 'gk', 'ada', 'lagi', 'barang', 'yg', 'cod']",[],[],,ERROR,0.0
5,2025 03 13 14 48 14,suka bnyak diskon cuma pesanan yang ga sesuai di kembalikan malah shoopee ga bisa cod,"['suka', 'bnyak', 'diskon', 'cuma', 'pesanan', 'yang', 'ga', 'sesuai', 'di', 'kembalikan', 'malah', 'shoopee', 'ga', 'bisa', 'cod']",['kembalikan'],['kembali'],kembali,positive,0.9713572263717651
5,2025 03 13 14 35 11,harus bisa cod lah,"['harus', 'bisa', 'cod', 'lah']",[],[],,ERROR,0.0
5,2025 03 13 14 05 14,terbaik dan sangat memudahkan kita untuk berbelanja online juga banyak vocher bisa cod cek dulu pokonya memuaskan sekali,"['terbaik', 'dan', 'sangat', 'memudahkan', 'kita', 'untuk', 'berbelanja', 'online', 'juga', 'banyak', 'vocher', 'bisa', 'cod', 'cek', 'dulu', 'pokonya', 'memuaskan', 'sekali']","['terbaik', 'memudahkan', 'berbelanja', 'pokonya', 'memuaskan']","['baik', 'mudah', 'belanja', 'poko', 'muas']",baik mudah belanja poko muas,positive,0.9967086315155029
5,2025 03 13 13 49 54,metode cod kurang optimal,"['metode', 'cod', 'kurang', 'optimal']",['optimal'],['optimal'],optimal,positive,0.9922871589660645
3,2025 03 13 13 24 01,bagus si tapi knp ga bisa cod iya si aku pernah retur berapa kali tapi emng harus di tf sebelum nya udah aku hapus tapi aku download lagi tapi tetep harus nunggu,"['bagus', 'si', 'tapi', 'knp', 'ga', 'bisa', 'cod', 'iya', 'si', 'aku', 'pernah', 'retur', 'berapa', 'kali', 'tapi', 'emng', 'harus', 'di', 'tf', 'sebelum', 'nya', 'udah', 'aku', 'hapus', 'tapi', 'aku', 'download', 'lagi', 'tapi', 'tetep', 'harus', 'nunggu']",[],[],,ERROR,0.0
3,2025 03 13 12 50 26,paket cod ku koq gx bisa min,"['paket', 'cod', 'ku', 'koq', 'gx', 'bisa', 'min']",[],[],,ERROR,0.0
2,2025 03 13 12 08 11,knp fitur blacklist blokir di ilangin ga semua buyer itu baik banyak buyer nakal tukang cancel cod makanya di blokir biar ga bisa bisa order lg shopee tolong dikaji lagi trimakasih,"['knp', 'fitur', 'blacklist', 'blokir', 'di', 'ilangin', 'ga', 'semua', 'buyer', 'itu', 'baik', 'banyak', 'buyer', 'nakal', 'tukang', 'cancel', 'cod', 'makanya', 'di', 'blokir', 'biar', 'ga', 'bisa', 'bisa', 'order', 'lg', 'shopee', 'tolong', 'dikaji', 'lagi', 'trimakasih']","['blokir', 'blokir', 'dikaji']","['blokir', 'blokir', 'kaji']",blokir blokir kaji,neutral,0.9974309802055359
4,2025 03 13 09 56 06,kenapa g bisa cod,"['kenapa', 'g', 'bisa', 'cod']",[],[],,ERROR,0.0
1,2025 03 13 08 46 55,selalu kalo pembayaran selain cod pasti kirimnya lama,"['selalu', 'kalo', 'pembayaran', 'selain', 'cod', 'pasti', 'kirimnya', 'lama']",['kirimnya'],['kirim'],kirim,positive,0.9949892163276672
5,2025 03 13 04 53 43,cod tepat waktu dan kuwalitas barang bagus,"['cod', 'tepat', 'waktu', 'dan', 'kuwalitas', 'barang', 'bagus']",['kuwalitas'],['kuwalitas'],kuwalitas,positive,0.9987009763717651
5,2025 03 12 23 43 28,terbantu dlm proses blanja shopee cod,"['terbantu', 'dlm', 'proses', 'blanja', 'shopee', 'cod']",['terbantu'],['bantu'],bantu,negative,0.8234578371047974
5,2025 03 12 22 28 55,belanja mudah dengan shopee tinggal klik dari rumah bayar dengan shopee pay atau dengan cod tidak harus keluar rumah,"['belanja', 'mudah', 'dengan', 'shopee', 'tinggal', 'klik', 'dari', 'rumah', 'bayar', 'dengan', 'shopee', 'pay', 'atau', 'dengan', 'cod', 'tidak', 'harus', 'keluar', 'rumah']",['belanja'],['belanja'],belanja,positive,0.9974477291107178
5,2025 03 12 21 48 34,aplikasi shopee ni sagat baik cuman ngk bisa cod,"['aplikasi', 'shopee', 'ni', 'sagat', 'baik', 'cuman', 'ngk', 'bisa', 'cod']",[],[],,ERROR,0.0
3,2025 03 12 21 42 34,tadi nya pakai aplikasi shopee ini baik baik aja gak ada kendala sama sekali tapi kali ini aku gak bisa pesan melalui cod harus tf sedangkan kalau cod kan semua orang enak jadi untuk mimin shopee nya mohon sistem cod nya di perbarui jadi semua bisa enak makasih,"['tadi', 'nya', 'pakai', 'aplikasi', 'shopee', 'ini', 'baik', 'baik', 'aja', 'gak', 'ada', 'kendala', 'sama', 'sekali', 'tapi', 'kali', 'ini', 'aku', 'gak', 'bisa', 'pesan', 'melalui', 'cod', 'harus', 'tf', 'sedangkan', 'kalau', 'cod', 'kan', 'semua', 'orang', 'enak', 'jadi', 'untuk', 'mimin', 'shopee', 'nya', 'mohon', 'sistem', 'cod', 'nya', 'di', 'perbarui', 'jadi', 'semua', 'bisa', 'enak', 'makasih']",['perbarui'],['baru'],baru,positive,0.9706220626831055
5,2025 03 12 21 14 33,saya tidak pernah menolak barang tpi knpa saya skrg gk bisa cod sya udah lma pke sopie tolong perbaiki msalah ini cod nya,"['saya', 'tidak', 'pernah', 'menolak', 'barang', 'tpi', 'knpa', 'saya', 'skrg', 'gk', 'bisa', 'cod', 'sya', 'udah', 'lma', 'pke', 'sopie', 'tolong', 'perbaiki', 'msalah', 'ini', 'cod', 'nya']",['menolak'],['tolak'],tolak,negative,0.7883692383766174
3,2025 03 12 20 39 09,kenapa ya jadi gabisa cod semua toko gangguan atau gimana terimakasih,"['kenapa', 'ya', 'jadi', 'gabisa', 'cod', 'semua', 'toko', 'gangguan', 'atau', 'gimana', 'terimakasih']",['gangguan'],['ganggu'],ganggu,negative,0.9971600770950317
5,2025 03 12 19 56 48,knp yah gak bisa cod,"['knp', 'yah', 'gak', 'bisa', 'cod']",[],[],,ERROR,0.0
3,2025 03 12 18 11 06,tolong untuk para kurir yg tk brtaggunh jawab kalo barang belum dikirim kerumah jgn di returt akhirnya pihak pembeli yang kena sangsi tidak bisa cod lagi,"['tolong', 'untuk', 'para', 'kurir', 'yg', 'tk', 'brtaggunh', 'jawab', 'kalo', 'barang', 'belum', 'dikirim', 'kerumah', 'jgn', 'di', 'returt', 'akhirnya', 'pihak', 'pembeli', 'yang', 'kena', 'sangsi', 'tidak', 'bisa', 'cod', 'lagi']","['dikirim', 'kerumah', 'returt']","['kirim', 'rumah', 'returt']",kirim rumah returt,negative,0.984524667263031
4,2025 03 12 17 52 33,kenapa ea kalo belanja bayar duluan malah lama datang y tapi kalo yg cod malah cepet datang y,"['kenapa', 'ea', 'kalo', 'belanja', 'bayar', 'duluan', 'malah', 'lama', 'datang', 'y', 'tapi', 'kalo', 'yg', 'cod', 'malah', 'cepet', 'datang', 'y']",['belanja'],['belanja'],belanja,positive,0.9974477291107178
4,2025 03 12 15 53 57,suka dengan aplikasinya tapi tidak dengan expedisinya spx semenjak paket cod shopee memakai expedisi spx paket slalu telat datang kerumah kebanyakan pending ditambah kurir di daerah saya kebanyakan nunda pengiriman semoga shopee bisa memperbaiki lagi dalam jasa pengiriman spx,"['suka', 'dengan', 'aplikasinya', 'tapi', 'tidak', 'dengan', 'expedisinya', 'spx', 'semenjak', 'paket', 'cod', 'shopee', 'memakai', 'expedisi', 'spx', 'paket', 'slalu', 'telat', 'datang', 'kerumah', 'kebanyakan', 'pending', 'ditambah', 'kurir', 'di', 'daerah', 'saya', 'kebanyakan', 'nunda', 'pengiriman', 'semoga', 'shopee', 'bisa', 'memperbaiki', 'lagi', 'dalam', 'jasa', 'pengiriman', 'spx']","['aplikasinya', 'memakai', 'kerumah', 'kebanyakan', 'ditambah', 'kebanyakan', 'memperbaiki']","['aplikasi', 'pakai', 'rumah', 'banyak', 'tambah', 'banyak', 'baik']",aplikasi pakai rumah banyak tambah banyak baik,positive,0.9969929456710815
5,2025 03 12 14 48 36,bagus tpi kembali cod ku d jnt itu aja kangen jnt dari pd spx,"['bagus', 'tpi', 'kembali', 'cod', 'ku', 'd', 'jnt', 'itu', 'aja', 'kangen', 'jnt', 'dari', 'pd', 'spx']","['d', 'jnt', 'kangen', 'jnt']","['d', 'jnt', 'kangen', 'jnt']",d jnt kangen jnt,neutral,0.6158021092414856
5,2025 03 12 14 43 28,kenapa gak bisa cod sedang kan baru buat akun shopee baru tapi pesen gak bisa cod,"['kenapa', 'gak', 'bisa', 'cod', 'sedang', 'kan', 'baru', 'buat', 'akun', 'shopee', 'baru', 'tapi', 'pesen', 'gak', 'bisa', 'cod']",['pesen'],['sen'],sen,negative,0.681776225566864
5,2025 03 12 14 22 44,aku suka cod cek dulu,"['aku', 'suka', 'cod', 'cek', 'dulu']",[],[],,ERROR,0.0
1,2025 03 12 14 05 52,spaylater ga bisa di daftarin cod ga bisa padahal belanja tiap hari,"['spaylater', 'ga', 'bisa', 'di', 'daftarin', 'cod', 'ga', 'bisa', 'padahal', 'belanja', 'tiap', 'hari']",['belanja'],['belanja'],belanja,positive,0.9974477291107178
5,2025 03 12 11 22 05,bagus bnget tolong dong adain sistem cod lagi,"['bagus', 'bnget', 'tolong', 'dong', 'adain', 'sistem', 'cod', 'lagi']",['adain'],['adain'],adain,positive,0.9972477555274963
5,2025 03 12 11 04 36,dapat terbantu dengan aplikasi ini belanja lebih mudah ghak pakek ribet tinggal pesen dan tunggu barang datang bisa cod,"['dapat', 'terbantu', 'dengan', 'aplikasi', 'ini', 'belanja', 'lebih', 'mudah', 'ghak', 'pakek', 'ribet', 'tinggal', 'pesen', 'dan', 'tunggu', 'barang', 'datang', 'bisa', 'cod']","['terbantu', 'belanja', 'ghak', 'pesen']","['bantu', 'belanja', 'ghak', 'sen']",bantu belanja ghak sen,neutral,0.9979269504547119
1,2025 03 12 10 16 12,shopee sekarang makin aneh sebagai seller saya sangat rugi karna fitur blokir akun pembeli yang nakal sudah tidak ada endingnya banyak banget paket retur cod tidak di bayar kembali ke kami bahkan ada yang hilang,"['shopee', 'sekarang', 'makin', 'aneh', 'sebagai', 'seller', 'saya', 'sangat', 'rugi', 'karna', 'fitur', 'blokir', 'akun', 'pembeli', 'yang', 'nakal', 'sudah', 'tidak', 'ada', 'endingnya', 'banyak', 'banget', 'paket', 'retur', 'cod', 'tidak', 'di', 'bayar', 'kembali', 'ke', 'kami', 'bahkan', 'ada', 'yang', 'hilang']",['blokir'],['blokir'],blokir,negative,0.9942717552185059
5,2025 03 12 07 54 35,shopee bikin saya puas berbelanja udah banyak diskon d tambah fitur cod cek dulu jadi ngga hawatir belanja tidak sesuai keinginan,"['shopee', 'bikin', 'saya', 'puas', 'berbelanja', 'udah', 'banyak', 'diskon', 'd', 'tambah', 'fitur', 'cod', 'cek', 'dulu', 'jadi', 'ngga', 'hawatir', 'belanja', 'tidak', 'sesuai', 'keinginan']","['bikin', 'berbelanja', 'd', 'belanja']","['bikin', 'belanja', 'd', 'belanja']",bikin belanja d belanja,neutral,0.9496240019798279
5,2025 03 12 06 21 48,bagus tapi sayangnya gak bisa cod,"['bagus', 'tapi', 'sayangnya', 'gak', 'bisa', 'cod']",['sayangnya'],['sayang'],sayang,positive,0.996901273727417
5,2025 03 12 04 04 53,menyenangkn krn ad sopii cod bs dituker,"['menyenangkn', 'krn', 'ad', 'sopii', 'cod', 'bs', 'dituker']","['menyenangkn', 'sopii']","['menyenangkn', 'sopi']",menyenangkn sopi,neutral,0.8302562832832336
5,2025 03 11 22 45 25,aplikasi shopee sebenarnya membantu untuk kita yang malas keluar rumah apalagi yang gak bisa pakai motor untuk ambil paket untuk apa bisa cod kalo paketnya kita juga yang ambil aplagi kalo ongkirnya mahal apalagi tempat pengambilan nya jauh terus kita gak bisa pakai motor paketnya kalo gak di ambil pasti di retur,"['aplikasi', 'shopee', 'sebenarnya', 'membantu', 'untuk', 'kita', 'yang', 'malas', 'keluar', 'rumah', 'apalagi', 'yang', 'gak', 'bisa', 'pakai', 'motor', 'untuk', 'ambil', 'paket', 'untuk', 'apa', 'bisa', 'cod', 'kalo', 'paketnya', 'kita', 'juga', 'yang', 'ambil', 'aplagi', 'kalo', 'ongkirnya', 'mahal', 'apalagi', 'tempat', 'pengambilan', 'nya', 'jauh', 'terus', 'kita', 'gak', 'bisa', 'pakai', 'motor', 'paketnya', 'kalo', 'gak', 'di', 'ambil', 'pasti', 'di', 'retur']","['membantu', 'paketnya', 'aplagi', 'pengambilan', 'paketnya']","['bantu', 'paket', 'aplagi', 'ambil', 'paket']",bantu paket aplagi ambil paket,negative,0.9967923760414124
